type,path,size_bytes,size_human,extension,pct_of_parent
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\fmt\fmt-config.cmake",1027,"1.00 KB",".cmake",0.0342527
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\ftxui\ftxui-config.cmake",1024,"1.00 KB",".cmake",0.024063
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\ftxui\ftxui-config.cmake",1024,"1.00 KB",".cmake",0.0240641
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_totals.hpp",1016,"1016 B",".hpp",0.00162241
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_totals.hpp",1016,"1016 B",".hpp",0.00162241
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_outlier_classification.hpp",1015,"1015 B",".hpp",0.0230462
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_outlier_classification.hpp",1015,"1015 B",".hpp",0.0230462
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\component\mouse.hpp",1007,"1007 B",".hpp",0.0261104
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\component\mouse.hpp",1007,"1007 B",".hpp",0.0261104
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_config_counter.hpp",1004,"1004 B",".hpp",0.00330866
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_config_counter.hpp",1004,"1004 B",".hpp",0.00330866
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen\string.hpp",989,"989 B",".hpp",0.0540319
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen\string.hpp",989,"989 B",".hpp",0.0540319
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_case_insensitive_comparisons.hpp",975,"975 B",".hpp",0.00321309
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_case_insensitive_comparisons.hpp",975,"975 B",".hpp",0.00321309
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_testcase.hpp",966,"966 B",".hpp",0.0324041
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_testcase.hpp",966,"966 B",".hpp",0.0324041
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\component\loop.hpp",961,"961 B",".hpp",0.0249177
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\component\loop.hpp",961,"961 B",".hpp",0.0249177
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\input\position_t.hpp",960,"960 B",".hpp",0.0041398
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\input\position_t.hpp",960,"960 B",".hpp",0.0041398
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_config_prefix_messages.hpp",959,"959 B",".hpp",0.00316036
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_config_prefix_messages.hpp",959,"959 B",".hpp",0.00316036
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\zstd\zstdTargets-debug.cmake",958,"958 B",".cmake",0.0208474
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_config_android_logwrite.hpp",955,"955 B",".hpp",0.00314718
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_config_android_logwrite.hpp",955,"955 B",".hpp",0.00314718
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\zstd\zstdTargets-release.cmake",944,"944 B",".cmake",0.0205427
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\zstd\zstdTargets-debug.cmake",942,"942 B",".cmake",0.0201304
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\zstd_1.5.7_x64-windows.list",940,"940 B",".list",0.0354503
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_sample_analysis.hpp",936,"936 B",".hpp",0.0212524
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_sample_analysis.hpp",936,"936 B",".hpp",0.0212524
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_list.hpp",928,"928 B",".hpp",0.0030582
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_list.hpp",928,"928 B",".hpp",0.0030582
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_exception_translator_registry.hpp",928,"928 B",".hpp",0.0030582
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_exception_translator_registry.hpp",928,"928 B",".hpp",0.0030582
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\zstd\zstdTargets-release.cmake",928,"928 B",".cmake",0.0198312
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake-config\vcpkg_abi_info.txt",927,"927 B",".txt",0.0403429
file,"D:\disktree\build\dev\.cache\clangd\index\catch_test_failure_exception.hpp.F2E1FA9F07A0681B.idx",926,"926 B",".idx",0.00248195
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\util\autoreset.hpp",907,"907 B",".hpp",0.115571
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\util\autoreset.hpp",907,"907 B",".hpp",0.115571
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\fmt\fmt-targets-debug.cmake",898,"898 B",".cmake",0.0299503
file,"D:\disktree\build\dev\.cache\clangd\index\catch_timer.hpp.33FF85BC6D6A7664.idx",896,"896 B",".idx",0.00240154
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_timing.hpp",884,"884 B",".hpp",0.0411029
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_timing.hpp",884,"884 B",".hpp",0.0411029
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\fmt\fmt-targets-debug.cmake",882,"882 B",".cmake",0.0284296
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\fmt\fmt-targets-release.cmake",880,"880 B",".cmake",0.02935
file,"D:\disktree\build\dev\.cache\clangd\index\catch_noncopyable.hpp.61D9F4512259D451.idx",878,"878 B",".idx",0.00235329
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_noncopyable.hpp",872,"872 B",".hpp",0.00287366
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_noncopyable.hpp",872,"872 B",".hpp",0.00287366
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\fmt\fmt-targets-release.cmake",864,"864 B",".cmake",0.0278494
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\generators\catch_generator_exception.hpp",859,"859 B",".hpp",0.0278471
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\generators\catch_generator_exception.hpp",859,"859 B",".hpp",0.0278471
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_tag_alias_registry.hpp",854,"854 B",".hpp",0.0286471
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_environment.hpp",854,"854 B",".hpp",0.0193906
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_environment.hpp",854,"854 B",".hpp",0.0193906
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_tag_alias_registry.hpp",854,"854 B",".hpp",0.0286471
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\CLI.hpp",852,"852 B",".hpp",0.00172247
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cli11\CLI11Config-debug.cmake",852,"852 B",".cmake",0.0264268
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\CLI.hpp",852,"852 B",".hpp",0.00172247
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cli11\CLI11Config-release.cmake",850,"850 B",".cmake",0.0263648
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cli11\CLI11Config-debug.cmake",850,"850 B",".cmake",0.0264501
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cli11\CLI11Config-release.cmake",848,"848 B",".cmake",0.0263879
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_stream_end_stop.hpp",847,"847 B",".hpp",0.00279127
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake-config\vcpkg_abi_info.txt",847,"847 B",".txt",0.0370192
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_stream_end_stop.hpp",847,"847 B",".hpp",0.00279127
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\CXXDependInfo.json",840,"840 B",".json",0.000644401
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\string_utils.hpp",840,"840 B",".hpp",0.00131183
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\string_utils.hpp",840,"840 B",".hpp",0.00131183
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_path_filter.hpp",836,"836 B",".hpp",0.00275502
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_path_filter.hpp",836,"836 B",".hpp",0.00275502
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\component\captured_mouse.hpp",812,"812 B",".hpp",0.0210543
file,"D:\disktree\build\dev\.cache\clangd\index\catch_stream_end_stop.hpp.E74477D03D5C6188.idx",812,"812 B",".idx",0.0021764
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_startup_exception_registry.hpp",812,"812 B",".hpp",0.00267593
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\component\captured_mouse.hpp",812,"812 B",".hpp",0.0210543
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_lifetimebound.hpp",812,"812 B",".hpp",0.00267593
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_startup_exception_registry.hpp",812,"812 B",".hpp",0.00267593
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_lifetimebound.hpp",812,"812 B",".hpp",0.00267593
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_benchmark_stats_fwd.hpp",809,"809 B",".hpp",0.0376157
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_benchmark_stats_fwd.hpp",809,"809 B",".hpp",0.0376157
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_assertion_info.hpp",791,"791 B",".hpp",0.00126312
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_assertion_info.hpp",791,"791 B",".hpp",0.00126312
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\meta\std_fs.hpp",791,"791 B",".hpp",0.0170155
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\meta\std_fs.hpp",791,"791 B",".hpp",0.0170155
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\CXXDependInfo.json",778,"778 B",".json",0.000128426
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_to_string.hpp",777,"777 B",".hpp",0.00256059
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_to_string.hpp",777,"777 B",".hpp",0.00256059
file,"D:\disktree\vcpkg_installed\vcpkg\info\cpp-httplib_0.46.0_x64-mingw-dynamic.list",773,"773 B",".list",0.0260752
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_parse_numbers.hpp",765,"765 B",".hpp",0.00252104
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_preprocessor_remove_parens.hpp",765,"765 B",".hpp",0.00252104
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_parse_numbers.hpp",765,"765 B",".hpp",0.00252104
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_preprocessor_remove_parens.hpp",765,"765 B",".hpp",0.00252104
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_windows_h_proxy.hpp",764,"764 B",".hpp",0.00251775
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_windows_h_proxy.hpp",764,"764 B",".hpp",0.00251775
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_clock.hpp",762,"762 B",".hpp",0.0173017
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_clock.hpp",762,"762 B",".hpp",0.0173017
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\detail\catch_analyse.hpp",750,"750 B",".hpp",0.0348724
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\detail\catch_analyse.hpp",750,"750 B",".hpp",0.0348724
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\Argv.hpp",749,"749 B",".hpp",0.00151424
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\Argv.hpp",749,"749 B",".hpp",0.00151424
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_timer.hpp",724,"724 B",".hpp",0.00115613
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_timer.hpp",724,"724 B",".hpp",0.00115613
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_move_and_forward.hpp",715,"715 B",".hpp",0.00235627
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_move_and_forward.hpp",715,"715 B",".hpp",0.00235627
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_test_case_info_hasher.hpp",710,"710 B",".hpp",0.00233979
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_test_case_info_hasher.hpp",710,"710 B",".hpp",0.00233979
file,"D:\disktree\build\dev\.cache\clangd\index\catch_interfaces_test_invoker.hpp.56666F472EC9D0DF.idx",708,"708 B",".idx",0.00189765
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_tag_alias.hpp",698,"698 B",".hpp",0.00111461
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_tag_alias.hpp",698,"698 B",".hpp",0.00111461
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_errno_guard.hpp",697,"697 B",".hpp",0.00229695
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_errno_guard.hpp",697,"697 B",".hpp",0.00229695
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\nlohmann_json\nlohmann_jsonConfigVersion.cmake",696,"696 B",".cmake",0.0258986
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\nlohmann_json\nlohmann_jsonConfigVersion.cmake",696,"696 B",".cmake",0.116896
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_preprocessor_internal_stringify.hpp",691,"691 B",".hpp",0.00227718
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_preprocessor_internal_stringify.hpp",691,"691 B",".hpp",0.00227718
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\generators\catch_generators_throw.hpp",688,"688 B",".hpp",0.0223036
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\generators\catch_generators_throw.hpp",688,"688 B",".hpp",0.0223036
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_random_seed_generation.hpp",685,"685 B",".hpp",0.0022574
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_random_seed_generation.hpp",685,"685 B",".hpp",0.0022574
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark\catch_estimate.hpp",679,"679 B",".hpp",0.0154171
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark\catch_estimate.hpp",679,"679 B",".hpp",0.0154171
file,"D:\disktree\build\dev\.cache\clangd\index\catch_logical_traits.hpp.84B52BA551D34118.idx",674,"674 B",".idx",0.00180652
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\cpp-httplib_0.46.0_x64-windows.list",659,"659 B",".list",0.0248529
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces\catch_interfaces_test_invoker.hpp",651,"651 B",".hpp",0.0218376
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces\catch_interfaces_test_invoker.hpp",651,"651 B",".hpp",0.0218376
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen\color_info.hpp",648,"648 B",".hpp",0.0354021
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen\color_info.hpp",648,"648 B",".hpp",0.0354021
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\gdbinit",645,"645 B","",0.00377237
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\gdbinit",645,"645 B","",0.0037748
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen\box.hpp",640,"640 B",".hpp",0.034965
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen\box.hpp",640,"640 B",".hpp",0.034965
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\nlohmann_json\nlohmann_jsonConfig.cmake",635,"635 B",".cmake",0.106651
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\nlohmann_json\nlohmann_jsonConfig.cmake",635,"635 B",".cmake",0.0236288
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\Formatter.hpp",632,"632 B",".hpp",0.0012777
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\Formatter.hpp",632,"632 B",".hpp",0.0012777
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_console_width.hpp",624,"624 B",".hpp",0.00205638
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2\lldbinit",624,"624 B","",0.00364955
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2\lldbinit",624,"624 B","",0.0036519
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_console_width.hpp",624,"624 B",".hpp",0.00205638
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_void_type.hpp",619,"619 B",".hpp",0.0020399
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_void_type.hpp",619,"619 B",".hpp",0.0020399
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\CXX.dd",610,"610 B",".dd",4.46851e-05
file,"D:\disktree\build\dev\CMakeFiles\ShowIncludes\main.obj",600,"600 B",".obj",0.944882
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\meta\void_t.hpp",599,"599 B",".hpp",0.0128853
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\meta\void_t.hpp",599,"599 B",".hpp",0.0128853
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen\terminal.hpp",598,"598 B",".hpp",0.0326705
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen\terminal.hpp",598,"598 B",".hpp",0.0326705
file,"D:\disktree\include\disktree\export\json_export.hpp",592,"592 B",".hpp",0.663677
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_deprecation_macro.hpp",584,"584 B",".hpp",0.00192456
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_deprecation_macro.hpp",584,"584 B",".hpp",0.00192456
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_test_run_info.hpp",581,"581 B",".hpp",0.000927779
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_test_run_info.hpp",581,"581 B",".hpp",0.000927779
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake\vcpkg_cmake_install.cmake",577,"577 B",".cmake",0.0189715
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake\vcpkg_cmake_install.cmake",577,"577 B",".cmake",0.0189106
file,"D:\disktree\build\dev\.cache\clangd\index\catch_unique_name.hpp.22128553D3A1AAA8.idx",568,"568 B",".idx",0.0015224
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_thread_local.hpp",555,"555 B",".hpp",0.00182899
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_thread_local.hpp",555,"555 B",".hpp",0.00182899
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_commandline.hpp",538,"538 B",".hpp",0.00177297
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_commandline.hpp",538,"538 B",".hpp",0.00177297
file,"D:\disktree\build\dev\Testing\Temporary\CTestCostData.txt",536,"536 B",".txt",0.0448273
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\meta\identity_tag.hpp",528,"528 B",".hpp",0.011358
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\meta\identity_tag.hpp",528,"528 B",".hpp",0.011358
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_getenv.hpp",526,"526 B",".hpp",0.00173342
file,"D:\disktree\build\dev\.cache\clangd\index\catch_void_type.hpp.4541A8678F3CC358.idx",526,"526 B",".idx",0.00140983
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_getenv.hpp",526,"526 B",".hpp",0.00173342
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\component\task.hpp",515,"515 B",".hpp",0.0133534
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\component\task.hpp",515,"515 B",".hpp",0.0133534
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_polyfills.hpp",511,"511 B",".hpp",0.00168399
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_polyfills.hpp",511,"511 B",".hpp",0.00168399
file,"D:\disktree\build\dev\.cache\clangd\index\catch_unreachable.hpp.544D7B6BD4278B53.idx",502,"502 B",".idx",0.00134551
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\libzstd.pc",488,"488 B",".pc",0.170928
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\libzstd.pc",488,"488 B",".pc",0.170928
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_get_random_seed.hpp",486,"486 B",".hpp",0.000776076
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_get_random_seed.hpp",486,"486 B",".hpp",0.000776076
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\libzstd.pc",485,"485 B",".pc",0.171499
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\libzstd.pc",485,"485 B",".pc",0.171499
file,"D:\disktree\vcpkg_installed\vcpkg\info\vcpkg-cmake_2024-04-23_x64-mingw-dynamic.list",480,"480 B",".list",0.0161916
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\manifest.res",472,"472 B",".res",0.000362092
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\manifest.res",472,"472 B",".res",7.79138e-05
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_leak_detector.hpp",471,"471 B",".hpp",0.00155217
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_leak_detector.hpp",471,"471 B",".hpp",0.00155217
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_stdstreams.hpp",465,"465 B",".hpp",0.0015324
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_stdstreams.hpp",465,"465 B",".hpp",0.0015324
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_debug_console.hpp",464,"464 B",".hpp",0.0015291
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_debug_console.hpp",464,"464 B",".hpp",0.0015291
file,"D:\disktree\build\dev\CMakeFiles\TargetDirectories.txt",464,"464 B",".txt",2.21018e-05
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_version_macros.hpp",462,"462 B",".hpp",0.000737752
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_version_macros.hpp",462,"462 B",".hpp",0.000737752
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal\catch_uncaught_exceptions.hpp",461,"461 B",".hpp",0.00151922
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal\catch_uncaught_exceptions.hpp",461,"461 B",".hpp",0.00151922
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\Version.hpp",458,"458 B",".hpp",0.00092593
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\Version.hpp",458,"458 B",".hpp",0.00092593
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\nlohmann-json\usage",455,"455 B","",0.0128862
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom\deprecated.hpp",455,"455 B",".hpp",0.0159241
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\nlohmann-json\usage",455,"455 B","",0.0127344
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\meta\call_std\begin.hpp",455,"455 B",".hpp",0.501101
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\meta\call_std\begin.hpp",455,"455 B",".hpp",0.501101
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom\deprecated.hpp",455,"455 B",".hpp",0.0159241
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\catch_case_sensitive.hpp",454,"454 B",".hpp",0.000724977
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\catch_case_sensitive.hpp",454,"454 B",".hpp",0.000724977
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\meta\call_std\end.hpp",453,"453 B",".hpp",0.498899
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\meta\call_std\end.hpp",453,"453 B",".hpp",0.498899
file,"D:\disktree\build\dev\CMakeFiles\4.2.3-msvc3\CMakeSystem.cmake",447,"447 B",".cmake",0.00221728
